Indicator Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
GDP: linked series (current LCU),74707219566.09,83762501776.0461,94636371499.4275,108803880849.164,118686071712.778,131368240165.821,144639135000.0,159908446000.0,171335652000.0,187356905000.0,204462894000.0,226134533000.0,257576324000.0,291089203000.0,303007101000.0,327762554000.0,364949303000.0,388499254000.0,416383221000.0,447326326999.998,476022821000.002,502001705000.001,526507413999.998,551368082100.001,593972019900.0,600089443299.998,665567936199.999
General government final consumption expenditure (% of GDP),5.50995915259415,5.08030909352217,4.99730137319696,5.67746180706161,6.32163614869932,7.00261473951945,10.2195681687394,9.82093278550152,9.75241609376197,8.9066313301877,8.61352510250589,8.50696938888144,8.79868760763897,9.16134519080737,10.3456302167651,10.6462476186343,10.3584830794978,10.5135030709737,11.2879486082846,11.2553849306527,11.0881085257885,10.440352787248,10.572823006819,11.120258551506,11.1070048234102,11.4683823500616,11.3128883326156
General government final consumption expenditure (annual % growth),1.32297377536297,-0.0121720407488652,6.17080062266776,9.70171713706985,7.62926782591545,7.85488133407493,5.36977381451003,-0.0891497368391043,-1.45313788758952,-6.64207880981004,1.66086030714008,5.71191737749123,8.27585662416944,11.339539756212,14.3336995803643,7.7926315270612,4.13395987392464,5.83896981053161,5.6448162870313,3.63636630554551,0.943115552502945,-3.06299312685773,2.05883161919812,7.62529699927433,2.25769220302806,1.02320625011237,4.88748030145277
General government final consumption expenditure (constant 2015 US$),2707664493.30243,2707334915.27697,2874399155.08658,3153265230.5034,3393836280.19998,3660418092.68247,3856974264.92492,3853535782.51779,3797538594.0502,3545303087.80044,3604185619.55352,3810053724.27384,4125368307.79857,4593166087.15156,5251536715.31104,5660769621.04356,5894783565.73282,6238978198.53214,6591157056.02721,6830835670.35817,6895258343.93124,6684057054.77754,6821670534.86654,7341843173.4621,7507599394.3479,7584417620.58427,7955104537.77024
General government final consumption expenditure (constant LCU),19308183800.0,19305833600.0,20497158100.0,22485734400.0,24201231300.0,26102209300.0,27503838900.0,27479319300.0,27080006900.0,25281331500.0,25701219100.0,27169251500.0,29417739800.0,32753576100.0,37448375300.0,40366589200.0,42035327800.0,44489757900.0,47001123000.0,48710256000.0,49169650000.0,47663587000.0,48644900000.0,52354218100.0,53536215200.0,54084001100.0,56727346000.0
General government final consumption expenditure (current LCU),4692099000.0,4850605900.0,5390758000.0,7041332000.0,8552350000.0,10485927000.0,14781495000.0,15704501000.0,16709365700.0,16687188800.0,17611462700.0,19237195500.0,22663336100.0,26667686700.0,31347994200.0,34894413100.0,37803211800.0,40844881000.0,47001124000.0,50348300000.0,52781927000.0,52410749000.0,55666697000.0,61313556300.0,65972500900.0,68820551800.0,75294957400.0
General government final consumption expenditure (current US$),807506797.921041,796330099.159443,889021224.664809,1101171650.19392,1158023370.75,1350729387.35378,1880934029.79388,2007811728.90804,2104215605.28404,2099943018.91047,2306993960.13384,2530333972.54187,2953530330.61117,3527458721.05236,3840934013.18744,4330529261.75241,4855643178.05415,5214059299.64557,5982211619.11177,6511482517.40474,6895258343.93124,6896208350.14817,7575824595.16879,8154303875.49681,8571533000.25543,8912674337.7387,9735089240.41566
GHG net emissions/removals by LUCF (Mt of CO2 equivalent),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gini index,-1.0,-1.0,-1.0,-1.0,-1.0,54.2,-1.0,-1.0,-1.0,-1.0,-1.0,54.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GNI (constant 2015 US$),30172779925.5302,30943480513.4446,32329741657.4698,34083982111.2423,35332648744.1687,36625092415.9752,37736453718.1482,38749300163.3297,39780967595.6963,40925025985.5456,42241807861.4205,44293672249.6146,46997511822.9195,48973818920.8748,49028994307.1768,50145954566.1635,52091585107.7904,54038947691.0346,55886582861.1139,58193753997.9395,60699664551.0048,62463550775.3892,64429978129.9871,66660047406.6854,69488587951.9559,68284175535.453,73305091399.7829
GNI (constant LCU),219559510083.133,225167698785.696,235255162333.326,248020316076.167,257106539979.272,266511318063.766,274598406612.872,281968628045.645,289475804930.844,297800821724.185,307382702620.377,322313588701.833,341988729458.615,356369804695.031,356771301700.445,364899132409.141,379056982284.98,393227435779.374,406672198700.0,423460885911.773,441695748417.021,454531091936.049,468840274837.167,485067911768.593,505650469222.784,496886271798.547,533422177010.52
GNI (current LCU),84232226500.0,94078191800.0,106425976800.0,122847882700.0,133776676100.0,148115856300.0,143975628000.0,157418235600.0,168811548300.0,184098045300.0,200760452500.0,220961724000.0,251110034100.0,286296145000.0,297054878300.0,319433235400.0,354802567300.0,380469807200.0,406672198700.0,435595754500.0,464644702700.0,491169511700.0,515477420000.0,540072671500.0,583165422700.0,589250154900.0,649114368600.0
GNI (current US$),14496304426.3931,15444935612.0305,17551326219.9647,19211791989.8661,18113912244.594,19079327925.655,18320789484.8353,20125833974.7114,21258490637.0814,23167197881.9344,26298392089.3315,29063849606.8006,32725151264.6964,37869720191.5125,36396848186.4057,39642878334.4674,45572706218.2146,48568929273.3039,51760446244.4955,56335052823.6798,60699664551.0048,64628103061.907,70152653689.6945,71826149778.5991,75768260973.7319,76311430186.5534,83925757099.3335
GNI growth (annual %),4.84563059530029,2.55429095302655,4.47997807946294,5.42608868440236,3.66349984826036,3.65793032151254,3.03442593277468,2.68400007257262,2.66241565142616,2.87589382308819,3.21754682902338,4.85742559817876,6.10434727124805,4.20513133844563,0.112663025914131,2.27816269693145,3.87993519808225,3.73834387879461,3.41908058728875,4.12830954892924,4.30615036994182,2.90592417179205,3.14811971171626,3.46122929329438,4.24323212375461,-1.73325210944793,7.35297135091425
GNI per capita (constant 2015 US$),2933.15909609961,2936.66611370211,2996.72384533164,3085.58018391298,3123.72072265515,3160.1249081819,3178.72611725145,3189.89444290839,3204.18021743887,3226.98923440374,3262.34594195285,3352.19602095873,3487.23399420803,3564.50637844586,3502.02349447949,3516.62379168375,3587.20044759727,3655.74074712474,3714.87991517098,3801.94385101807,3899.14760764163,3946.47297081186,4004.99185947596,4077.82781538363,4185.04451582742,4050.47020577023,4284.40558964364
GNI per capita (constant LCU),21343.8395707982,21369.3592301918,21806.3837988868,22452.9683766038,22730.5072053497,22995.4110411566,23130.7672251192,23212.0362402958,23315.990124055,23481.9654369908,23739.2470466666,24393.0628162494,25375.6991965369,25937.9903366999,25483.318562137,25589.5611459874,26103.1292041485,26601.879223946,27032.2196431915,27665.761370128,28373.0879484275,28717.4623672848,29143.2891740096,29673.2975734674,30453.4857523581,29474.2233291125,31176.5105695035
GNI per capita (current LCU),8188.39105819835,8928.41507526567,9864.88744074402,11121.2648585964,11827.0492078651,12779.8887569813,12127.7715280167,12958.8806207161,13597.0202895871,14516.3600010345,15504.7825998981,16722.6372155997,18632.4640014923,20837.7548956464,21217.9176354035,22401.1393377709,24432.889219892,25738.8242492089,27032.2196431915,28458.5627593211,29847.2535941892,31032.2928803887,32042.2717927762,33038.1307522198,35121.9290249244,34953.0499189926,37938.2819943674
GNI per capita growth (annual %),2.30506629613949,0.119564520286829,2.04509907848592,2.96511601226632,1.23608969687517,1.16541101970897,0.588622589613124,0.351345955737671,0.447844741767,0.711851875270014,1.09565619780061,2.7541554637244,4.02834358149136,2.2158646183815,-1.75291828187481,0.416910315629849,2.00694359403516,1.91069053789239,1.61770683801237,2.34365411090494,2.55668574898939,1.21373612728799,1.48281488551703,1.8186293122002,2.62926011832376,-3.21560044458893,5.77551177984594
"GNI per capita, Atlas method (current US$)",1360.0,1440.0,1530.0,1610.0,1650.0,1670.0,1600.0,1600.0,1670.0,1850.0,2000.0,2150.0,2370.0,2610.0,2650.0,2730.0,2910.0,3160.0,3380.0,3550.0,3700.0,3870.0,4100.0,4400.0,4620.0,4490.0,4930.0
"GNI per capita, PPP (constant 2017 international $)",5967.30400006282,5974.43877846455,6096.62197086764,6277.39388513318,6354.98810417958,6429.04983584688,6466.89267547816,6489.61384135535,6518.67723570485,6565.08056185001,6637.01127391652,6819.8048825451,7094.53005480134,7251.73523612612,7124.61824341891,7154.32151182497,7297.90470910322,7437.34508384446,7557.65952383239,7734.78492195088,7932.53906576538,8028.81915821781,8147.8716838271,8296.05126658964,8514.17603393778,8240.39415153739,8716.31908646517
"GNI per capita, PPP (current international $)",4020.0,4090.0,4250.0,4430.0,4540.0,4700.0,4840.0,4930.0,5050.0,5220.0,5440.0,5770.0,6160.0,6420.0,6350.0,6450.0,6720.0,7060.0,7270.0,7560.0,8000.0,8040.0,8150.0,8500.0,8880.0,8700.0,9610.0
"GNI, Atlas method (current US$)",13959217874.3919,15179389558.0659,16541192827.0927,17825914041.5863,18718073930.2739,19403823911.2346,18999604862.6783,19457504521.196,20751703287.1029,23402811682.5202,25851415027.7767,28435415231.3776,31906776828.3188,35859842519.6572,37151611198.6451,38993176891.7852,42189634351.3826,46675401522.4489,50804424133.6148,54279118363.671,57670069913.4487,61233780866.0277,65897808308.343,71991564330.6013,76754526650.2306,75708158314.4368,84375528513.311
"GNI, PPP (constant 2017 international $)",61384379245.5902,62952314891.2318,65772564798.8735,69341442494.8664,71881766135.4474,74511151054.5546,76772136744.9629,78832700950.9133,80931555119.4724,83259060714.0825,85937959981.9631,90112332448.6796,95613102155.5686,99633758677.9724,99746009085.331,102018385455.991,105976632701.813,109938403663.374,113697286281.003,118391062207.416,123489159370.638,127077660702.332,131078217588.09,135615135252.378,141369600236.08,138919308657.87,149134005624.371
"GNI, PPP (current international $)",41302572070.1704,43112361356.025,45835991538.2583,48888804160.7188,51384646164.0034,54463891154.5771,57440007121.4572,59906378594.8518,62706303613.8299,66230666005.1143,70494035986.7824,76186339569.8788,83014420336.9212,88167498292.8651,88867704977.67,91985130673.0567,97566174068.503,104298818856.498,109413614759.15,115639774629.872,124517142875.708,127323281384.073,131078217588.09,138868111220.923,147383098889.533,146650525628.685,164379823401.238
GNI: linked series (current LCU),73782753066.09,82362134876.0461,93188966299.4276,107629229549.164,117175777812.778,129741073465.821,143975628000.0,157418235600.0,168811548300.0,184098045300.0,200760452500.0,220961724000.0,251110034100.0,286296145000.0,297054878300.0,319433235400.0,354802567300.0,380469807200.0,406672198700.0,435595754499.998,464644702700.002,491169511700.001,515477419999.998,540072671500.001,583165422700.0,589250154899.998,649114368599.999
Goods and services expense (% of expense),14.6368279232597,-1.0,-1.0,-1.0,-1.0,14.7091176348502,15.9963943008488,14.5188352444205,13.6397934041851,11.9522912951382,11.8951865479901,9.61896641086088,10.5712349309838,15.2049067685053,14.9249763674926,14.8103513076327,15.3951347308178,17.0340953682395,15.8397021048407,16.0764438912337,13.3793825476831,11.5175634351649,10.5172798597213,11.6486168509102,10.8786120806621,10.1945335187713,15.0113442252431
Goods and services expense (current LCU),942552000.0,-1.0,-1.0,-1.0,-1.0,2409630000.0,3100170000.0,3013920000.0,3405660000.0,2883960000.0,3171340000.0,2876600000.0,3447100000.0,5255500000.0,5707984548.13001,6241539601.92008,7160881288.35,8716481609.94,8595830271.0,9356177823.68,7980330871.81,7317658320.97,7094831866.9,8284297047.95,8392212667.47,9121493543.92,13254237287.96
"Goods exports (BoP, current US$)",1991000000.0,2061300000.0,2390700000.0,2561900000.0,2492900000.0,2713000000.0,2464772781.1,2473154944.0,2631743683.0,5105100000.0,5459500000.0,6082100000.0,6983200000.0,6763967850.0,6181335510.0,7195611440.0,8968698780.0,8579639570.0,8663107030.0,9375330050.0,9084883040.0,8972542240.0,9650544060.0,9644081760.0,9918523510.0,10126634020.0,12361461010.0
"Goods imports (BoP, current US$)",3032600000.0,2880300000.0,3542700000.0,4255700000.0,4225700000.0,4742000000.0,5142005048.0,5791006299.0,6175727984.0,8737000000.0,9650100000.0,10934400000.0,12470200000.0,12529109120.0,10046702870.0,11878178960.0,14308649910.0,15007840310.0,15412134810.0,16157399240.0,15524036340.0,15049605910.0,16442003190.0,17628849920.0,17885429550.0,16440813870.0,23289054410.0
Government Effectiveness: Estimate,-1.0,-0.454697042703629,-1.0,-0.354707360267639,-1.0,-0.561387360095978,-1.0,-0.563064634799957,-0.570908546447754,-0.805464208126068,-0.796116292476654,-0.691974639892578,-0.663869917392731,-0.647270858287811,-0.709745109081268,-0.720754623413086,-0.724510610103607,-0.787666738033295,-0.726908981800079,-0.761851191520691,-0.76994127035141,-0.653969824314117,-0.692472994327545,-0.717828691005707,-0.726433575153351,-0.712843358516693,-0.782320499420166
Government Effectiveness: Number of Sources,-1.0,5.0,-1.0,3.0,-1.0,4.0,-1.0,6.0,6.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,7.0
Government Effectiveness: Percentile Rank,-1.0,37.1584701538086,-1.0,42.0765037536621,-1.0,33.3333320617676,-1.0,36.2162170410156,34.0540542602539,23.8805961608887,24.5098037719727,28.7804870605469,28.6407775878906,29.6116504669189,27.7511959075928,28.2296657562256,26.5402851104736,25.1184825897217,27.014217376709,22.115385055542,21.9047622680664,29.0476188659668,26.1904754638672,23.8095245361328,26.1904754638672,25.7142848968506,21.9047622680664
"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",-1.0,22.4043712615967,-1.0,25.1366119384766,-1.0,19.6721305847168,-1.0,20.5405406951904,21.0810813903809,9.95024871826172,12.7450981140137,15.6097564697266,16.019416809082,15.0485439300537,13.8755979537964,13.8755979537964,14.2180099487305,11.8483409881592,14.2180099487305,13.942307472229,12.380952835083,14.7619047164917,13.8095235824585,13.3333330154419,12.8571424484253,11.9047622680664,10.9523811340332
"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",-1.0,49.7267761230469,-1.0,55.7377052307129,-1.0,47.5409851074219,-1.0,47.027027130127,48.1081085205078,39.8009948730469,38.235294342041,40.9756088256836,45.1456298828125,45.6310691833496,43.0622024536133,41.6267929077148,42.1800956726074,40.7582931518555,41.7061614990234,37.980770111084,36.6666679382324,40.0,39.523811340332,38.5714302062988,37.6190490722656,39.0476188659668,37.1428565979004
Government Effectiveness: Standard Error,-1.0,0.171375781297684,-1.0,0.222487077116966,-1.0,0.216711580753326,-1.0,0.183514714241028,0.18796481192112,0.19208736717701,0.180584967136383,0.187461718916893,0.219066575169563,0.222731858491898,0.208408653736115,0.212392136454582,0.211688205599785,0.209364980459213,0.204928442835808,0.21757598221302,0.219924494624138,0.209278926253319,0.208990946412086,0.212409138679504,0.225115269422531,0.248580187559128,0.256682753562927
"Government expenditure on education, total (% of GDP)",1.60479998588562,1.56369996070862,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.03285002708435,3.08808994293213,3.23686003684998,-1.0,2.8486499786377,2.96865010261536,3.00524997711182,2.88808989524841,2.98562002182007,3.03032994270325,2.94474005699158,2.95009994506836,3.13193988800049,3.19297003746033,3.29503011703491,3.10634994506836
"Government expenditure on education, total (% of government expenditure)",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.1296463012695,18.5278301239014,18.0636234283447,18.0938262939453,18.2723255157471,18.5436973571777,19.0534534454346,19.551778793335
"Government expenditure per student, primary (% of GDP per capita)",-1.0,-1.0,-1.0,-1.0,-1.0,6.90485,8.68612,7.6417,-1.0,5.57088,5.9466,11.16201,10.53912,10.66501,-1.0,8.58592,9.31297,9.8154,9.3497,9.51939,10.06501,11.08353,11.36856,11.88315,-1.0,-1.0,-1.0
"Government expenditure per student, secondary (% of GDP per capita)",-1.0,-1.0,-1.0,-1.0,-1.0,4.43312,5.43449,4.13167,-1.0,4.38736,4.47158,4.99263,6.07245,6.33345,-1.0,5.61372,4.91508,5.17897,5.46869,5.55752,5.06996,5.12475,5.09271,5.42101,-1.0,-1.0,-1.0
"Government expenditure per student, tertiary (% of GDP per capita)",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.43099,-1.0,-1.0,19.91692,21.68904,21.94134,17.38998,19.02813,18.05949,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Grants and other revenue (% of revenue),5.9843533179398,3.14044335670918,6.41619995476604,6.76853787730635,4.98531258963277,6.16955507608274,10.0317239733961,4.53894868550691,4.01961801114115,3.62736878199403,3.78742389839686,4.34945451421699,3.86707038766165,3.79651492455209,3.5799475079858,3.92916326961413,3.36108107769337,3.5806706889093,2.73863426734127,4.18061147363809,3.44464515252198,5.27320081919532,3.02395449534633,3.12528740995623,3.01543179778502,2.47547013509172,2.44330470815076
Grants and other revenue (current LCU),428670000.0,266900000.0,621280000.0,806430000.0,705670000.0,959620000.0,1824900000.0,940270000.0,872030000.0,848410000.0,937940000.0,1265800000.0,1296300000.0,1345800000.0,1216040332.36,1465329415.67,1440714782.47,1635695602.48,1341857238.1,2251998274.46,1883875906.01,3137442341.75,1883759616.08,2021631635.01,2076193846.68,1640294558.53,2061184914.94
"Grants, excluding technical cooperation (BoP, current US$)",106200000.0,117970000.0,157230000.0,150020000.0,187550000.0,146540000.0,133700000.0,153050000.0,150010000.0,134170000.0,195560000.0,411160000.0,466460000.0,457990000.0,270200000.0,282770000.0,256700000.0,225050000.0,229110000.0,260100000.0,241020000.0,253090000.0,350180000.0,348320000.0,326430000.0,306130000.0,449160000.0
Gross capital formation (% of GDP),15.0551087041391,12.6867821057714,13.6845417528487,17.3955162051438,17.353993219007,17.8353874290357,19.9770448018788,20.887908572384,20.6215067836553,21.1896060622906,20.0511386188244,21.1650083094562,21.1695664233488,16.6715643176913,13.2666014648944,14.1641936924863,15.4821754242397,15.1941445941618,15.8426266412882,15.0711623329069,14.8281550980515,13.8619687357436,13.5961064738207,13.7904235788189,14.3298367176167,13.5074453991815,16.8630806557174
Gross capital formation (annual % growth),3.62962784086973,-8.28208541803586,21.389633075609,25.8502633898358,2.04833480367795,-2.78361316304857,4.09630868861386,8.58423749552699,-0.930650978499315,3.45305497385144,-1.03744748297599,11.3045247732951,7.5092195665634,-18.6654098600055,-17.7947668134566,7.31843508885082,16.9413530947646,1.7795487327071,-1.38617667565934,-1.29164659819631,1.3752317839034,-4.0243626113144,4.15241840018142,9.82901591960142,8.02588810267902,-34.5803594997857,27.8037577925302
Gross capital formation (constant 2015 US$),5737589269.42214,5262397225.19254,6388004682.64225,8039320718.46031,8203992922.71583,7975625495.82353,8302331735.98026,9015023609.86331,8931125204.42617,9239521867.51851,9143666680.46492,10177314745.5456,10941551655.7689,8899266194.17539,7315662526.81311,7851054540.15731,9181129411.46791,9344512083.55788,9214980636.60143,9095955652.68432,9221046125.86979,8849957793.20823,9217445069.0217,10123429212.2364,10935924312.9644,7154242370.91682,9143390591.61711
