Indicator Name,Year,Value
"Prevalence of severe wasting, weight for height, female (% of children under 5)",1998,-1.0
"Prevalence of severe wasting, weight for height, male (% of children under 5)",1998,-1.0
"Prevalence of stunting, height for age (% of children under 5)",1998,-1.0
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",1998,-1.0
"Prevalence of stunting, height for age, female (% of children under 5)",1998,-1.0
"Prevalence of stunting, height for age, male (% of children under 5)",1998,-1.0
Prevalence of undernourishment (% of population),1998,-1.0
"Prevalence of underweight, weight for age (% of children under 5)",1998,-1.0
"Prevalence of underweight, weight for age, female (% of children under 5)",1998,-1.0
"Prevalence of underweight, weight for age, male (% of children under 5)",1998,-1.0
"Prevalence of wasting, weight for height (% of children under 5)",1998,-1.0
"Prevalence of wasting, weight for height, female (% of children under 5)",1998,-1.0
"Prevalence of wasting, weight for height, male (% of children under 5)",1998,-1.0
Price level ratio of PPP conversion factor (GDP) to market exchange rate,1998,0.344287311309433
"Primary completion rate, female (% of relevant age group)",1998,-1.0
"Primary completion rate, male (% of relevant age group)",1998,-1.0
"Primary completion rate, total (% of relevant age group)",1998,-1.0
"Primary education, duration (years)",1998,6.0
"Primary education, pupils",1998,1685411.0
"Primary education, pupils (% female)",1998,46.04788
"Primary education, teachers",1998,47475.0
"Primary education, teachers (% female)",1998,-1.0
Primary government expenditures as a proportion of original approved budget (%),1998,-1.0
"Primary income payments (BoP, current US$)",1998,275100000.0
"Primary income receipts (BoP, current US$)",1998,91400000.0
Primary school age children out-of-school (%),1998,-1.0
Primary school starting age (years),1998,7.0
Private credit bureau coverage (% of adults),1998,-1.0
"Probability of dying among adolescents ages 10-14 years (per 1,000)",1998,3.2
"Probability of dying among adolescents ages 15-19 years (per 1,000)",1998,6.9
"Probability of dying among children ages 5-9 years (per 1,000)",1998,3.9
"Probability of dying among youth ages 20-24 years (per 1,000)",1998,11.7
Procedures to build a warehouse (number),1998,-1.0
Procedures to register property (number),1998,-1.0
Profit tax (% of commercial profits),1998,-1.0
Progression to secondary school (%),1998,-1.0
"Progression to secondary school, female (%)",1998,-1.0
"Progression to secondary school, male (%)",1998,-1.0
Proportion of people living below 50 percent of median income (%),1998,-1.0
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),1998,-1.0
Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),1998,-1.0
Proportion of population pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),1998,-1.0
Proportion of population pushed further below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),1998,-1.0
Proportion of population pushed further below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),1998,-1.0
Proportion of population pushed further below the 60% median consumption poverty line by out-of-pocket health care expenditure (%),1998,-1.0
Proportion of population pushed or further pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),1998,-1.0
Proportion of population pushed or further pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),1998,-1.0
Proportion of population pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),1998,-1.0
Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),1998,-1.0
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),1998,-1.0
Proportion of seats held by women in national parliaments (%),1998,12.5
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",1998,-1.0
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",1998,-1.0
Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of ever-partnered women ages 15-49),1998,-1.0
"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",1998,8.23101888379632
Public and publicly guaranteed debt service (% of GNI),1998,1.53302887026549
Public credit registry coverage (% of adults),1998,-1.0
Public private partnerships investment in energy (current US$),1998,-1.0
Public private partnerships investment in ICT (current US$),1998,-1.0
Public private partnerships investment in transport (current US$),1998,10000000.0
Public private partnerships investment in water and sanitation (current US$),1998,-1.0
Pump price for diesel fuel (US$ per liter),1998,0.32
Pump price for gasoline (US$ per liter),1998,0.41
Pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,1998,-1.0
"Pupil-teacher ratio, lower secondary",1998,14.69241
"Pupil-teacher ratio, preprimary",1998,26.85797
"Pupil-teacher ratio, primary",1998,35.50102
"Pupil-teacher ratio, secondary",1998,14.69525
"Pupil-teacher ratio, tertiary",1998,-1.0
"Pupil-teacher ratio, upper secondary",1998,14.7
Rail lines (total route-km),1998,903.0
"Railways, goods transported (million ton-km)",1998,-1.0
"Railways, passengers carried (million passenger-km)",1998,-1.0
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),1998,47.8305013537485
Ratio of female to male labor force participation rate (%) (national estimate),1998,-1.0
Real effective exchange rate index (2010 = 100),1998,-1.0
Real interest rate (%),1998,6.44892642783161
Refugee population by country or territory of asylum,1998,814.0
Refugee population by country or territory of origin,1998,32745.0
Regulatory Quality: Estimate,1998,-0.154734894633293
Regulatory Quality: Number of Sources,1998,4.0
Regulatory Quality: Percentile Rank,1998,47.2826080322266
"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",1998,23.9130439758301
"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",1998,64.6739120483398
Regulatory Quality: Standard Error,1998,0.33275631070137
Renewable electricity output (% of total electricity output),1998,55.7226211849192
Renewable energy consumption (% of total final energy consumption),1998,61.97
Renewable internal freshwater resources per capita (cubic meters),1998,9885.7391423216
"Renewable internal freshwater resources, total (billion cubic meters)",1998,109.2
"Repeaters, primary, female (% of female enrollment)",1998,-1.0
"Repeaters, primary, male (% of male enrollment)",1998,-1.0
"Repeaters, primary, total (% of total enrollment)",1998,-1.0
Research and development expenditure (% of GDP),1998,-1.0
Researchers in R&D (per million people),1998,-1.0
"Reserves and related items (BoP, current US$)",1998,235438348.145368
"Revenue, excluding grants (% of GDP)",1998,9.53170332739694
"Revenue, excluding grants (current LCU)",1998,11821460000.0
Risk of catastrophic expenditure for surgical care (% of people at risk),1998,-1.0
Risk of impoverishing expenditure for surgical care (% of people at risk),1998,-1.0
"Risk premium on lending (lending rate minus treasury bill rate, %)",1998,-1.0
Rule of Law: Estimate,1998,-1.04127037525177
Rule of Law: Number of Sources,1998,7.0
Rule of Law: Percentile Rank,1998,17.0
"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",1998,7.0
"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",1998,29.0
Rule of Law: Standard Error,1998,0.214145958423615
Rural land area (sq. km),1998,-1.0
Rural land area where elevation is below 5 meters (% of total land area),1998,-1.0
Rural land area where elevation is below 5 meters (sq. km),1998,-1.0
Rural population,1998,6113086.0
Rural population (% of total population),1998,55.341
Rural population growth (annual %),1998,1.75668612658466
Rural population living in areas where elevation is below 5 meters (% of total population),1998,-1.0
S&P Global Equity Indices (annual % change),1998,-1.0
"School enrollment, preprimary (% gross)",1998,36.0818901062012
"School enrollment, preprimary, female (% gross)",1998,35.6819114685059
"School enrollment, preprimary, male (% gross)",1998,36.4684906005859
"School enrollment, primary (% gross)",1998,91.9330291748047
"School enrollment, primary (% net)",1998,-1.0
"School enrollment, primary (gross), gender parity index (GPI)",1998,0.877009987831116
"School enrollment, primary and secondary (gross), gender parity index (GPI)",1998,0.875100016593933
"School enrollment, primary, female (% gross)",1998,85.9513473510742
"School enrollment, primary, female (% net)",1998,-1.0
"School enrollment, primary, male (% gross)",1998,97.7385025024414
"School enrollment, primary, male (% net)",1998,-1.0
"School enrollment, primary, private (% of total primary)",1998,15.9113101959229
"School enrollment, secondary (% gross)",1998,25.5284805297852
"School enrollment, secondary (% net)",1998,-1.0
"School enrollment, secondary (gross), gender parity index (GPI)",1998,0.892889976501465
"School enrollment, secondary, female (% gross)",1998,24.2500400543213
"School enrollment, secondary, female (% net)",1998,-1.0
"School enrollment, secondary, male (% gross)",1998,26.7805995941162
"School enrollment, secondary, male (% net)",1998,-1.0
"School enrollment, secondary, private (% of total secondary)",1998,-1.0
"School enrollment, tertiary (% gross)",1998,-1.0
"School enrollment, tertiary (gross), gender parity index (GPI)",1998,-1.0
"School enrollment, tertiary, female (% gross)",1998,-1.0
"School enrollment, tertiary, male (% gross)",1998,-1.0
Scientific and technical journal articles,1998,29.89
"Secondary education, duration (years)",1998,6.0
"Secondary education, general pupils",1998,-1.0
"Secondary education, general pupils (% female)",1998,-1.0
"Secondary education, pupils",1998,399652.0
"Secondary education, pupils (% female)",1998,47.00189
"Secondary education, teachers",1998,27196.0
"Secondary education, teachers (% female)",1998,-1.0
"Secondary education, teachers, female",1998,-1.0
"Secondary education, vocational pupils",1998,-1.0
"Secondary education, vocational pupils (% female)",1998,-1.0
